Brand,Phone_Model,Name,Price,Original_Price,Discount,Rating,RAM_GB,ROM_GB,Display_Size_inch,Display_Type,RearCam,FrontCam,Battery_mAh,Processor,Warranty_Years,Specs
Oneplus,OnePlus Nord 4 5G,"OnePlus Nord 4 5G (Mercurial Silver, 256 GB)",27899,32822.35,15%,4.5,8,256,6.74,HD+,Not Specified,Not Specified,5500,Not Specified,1,8 GB RAM | 256 GB ROM; 17.12 cm (6.74 inch) Display; 50MP Rear Camera; 5500 mAh Battery; 1 Year
Samsung,Samsung Galaxy A14 5G,"Samsung Galaxy A14 5G (Black, 128 GB)",17391,17391,0%,4.2,4,128,6.6,HD+,50MP + 2MP,13MP,5000, Exynos 1330 Processor,1,4 GB RAM | 128 GB ROM | Expandable Upto 1 TB; 16.76 cm (6.6 inch) Display; 50MP + 2MP | 13MP Front Camera; 5000 mAh Lithium Ion Battery; Exynos 1330 Processor; 1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-Box Accessories
Iqoo,IQOO Z9 Lite 5G,"IQOO Z9 Lite 5G (Mocha Brown, 128 GB)",12498,14365.52,13%,4.2,4,128,6.56,HD+,Not Specified,Not Specified,5000,Not Specified,1,4 GB RAM | 128 GB ROM; 16.66 cm (6.56 inch) Display; 50MP Rear Camera; 5000 mAh Battery; 1 YEAR
Redmi,REDMI A2+,"REDMI A2+ (Sea Green, 32 GB)",9999,9999,0%,4.306763285,2,32,6.52,HD+,Not Specified,Not Specified,5000,Not Specified,2,2 GB RAM | 32 GB ROM; 16.56 cm (6.52 inch) Display; 8MP Rear Camera; 5000 mAh Battery; 2 year domestic
Unknown,Ai+ Nova 5G,"Ai+ Nova 5G (Black, 128 GB)",8999,10974.39,18%,4,6,128,6.745,HD+,50MP Rear Camera,5MP,5000, T8200 Processor,1,6 GB RAM | 128 GB ROM | Expandable Upto 1 TB; 17.13 cm (6.745 inch) HD+ Display; 50MP Rear Camera | 5MP Front Camera; 5000 mAh Battery; T8200 Processor; 1 Year Warranty on Handset and 6 Months Warranty on the Inbox Accessories
Oppo,OPPO Reno 12 5G,"OPPO Reno 12 5G (Sunset Peach, 256 GB)",26999,43546.77,38%,4.4,8,256,6.7,HD+,50MP + 8MP + 2MP,32MP,5000, Dimensity 7300 Energy Processor,1,8 GB RAM | 256 GB ROM | Expandable Upto 1 TB; 17.02 cm (6.7 inch) Full HD+ Display; 50MP + 8MP + 2MP | 32MP Front Camera; 5000 mAh Battery; Dimensity 7300 Energy Processor; 1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories
Samsung,Samsung Galaxy A05s,"Samsung Galaxy A05s (Light Violet, 128 GB)",10558,15996.97,34%,4.2,4,128,6.72,HD+,50MP + 2MP + 2MP,13MP,5000, 680 Processor,1,4 GB RAM | 128 GB ROM | Expandable Upto 1 TB; 17.07 cm (6.72 inch) Full HD+ Display; 50MP + 2MP + 2MP | 13MP Front Camera; 5000 mAh Battery; 680 Processor; 1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories
Realme,realme P3 Pro 5G,"realme P3 Pro 5G (Saturn Brown, 256 GB)",22999,32855.71,30%,4.4,12,256,6.83,HD+,50MP + 2MP,16MP,6000, 7s Gen 3 Mobile Platform Processor,1,12 GB RAM | 256 GB ROM; 17.35 cm (6.83 inch) Display; 50MP + 2MP | 16MP Front Camera; 6000 mAh Battery; 7s Gen 3 Mobile Platform Processor; 1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories
Samsung,Samsung galaxy M15 5G,"Samsung galaxy M15 5G (Celestrial Blue, 128 GB)",11999,14813.58,19%,4.3,6,128,6.52,HD+,Not Specified,Not Specified,6000, MediaTek Processor,1,6 GB RAM | 128 GB ROM; 16.51 cm (6.5 inch) Display; 50MP Rear Camera; 6000 mAh Battery; MediaTek Processor; Domestic Warranty Of 1 Year For Handset And 6 Month For Accessories.
Redmi,REDMI Note 13 Pro+ 5G,"REDMI Note 13 Pro+ 5G (Fusion White, 256 GB)",22746,33949.25,33%,4.3,8,256,6.67,HD+,200MP (OIS) + 8MP + 2MP,16MP,5000, Dimensity 7200 Ultra 5G Processor,1,8 GB RAM | 256 GB ROM; 16.94 cm (6.67 inch) Display; 200MP (OIS) + 8MP + 2MP | 16MP Front Camera; 5000 mAh Battery; Dimensity 7200 Ultra 5G Processor; 1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories
Samsung,Samsung Galaxy M35 5G,"Samsung Galaxy M35 5G (Thunder Grey, 128 GB)",15590,24359.38,36%,4.4,6,128,6.6,HD+,Not Specified,Not Specified,6000,Not Specified,1,6 GB RAM | 128 GB ROM; 16.76 cm (6.6 inch) Display; 50MP Rear Camera; 6000 mAh Battery; 1 YEAR
Samsung,Samsung Galaxy M14 5G,"Samsung Galaxy M14 5G (ICY Silver, 128 GB)",13999,16866.27,17%,4.2,4,128,6.6,HD+,Not Specified,Not Specified,6000,Not Specified,1,4 GB RAM | 128 GB ROM; 16.76 cm (6.6 inch) Display; 50MP Rear Camera; 6000 mAh Battery; 1 year for handset and 6 month for accessories
Oneplus,OnePlus 13s 5G,"OnePlus 13s 5G (Black Velvet, 256 GB)",49853.5,57909.89,9%,4.5,12,256,6.52,HD+,Not Specified,Not Specified,5850,Not Specified,1,12 GB RAM | 256 GB ROM; 16.05 cm (6.32 inch) Display; 50MP Rear Camera; 5850 mAh Battery; 1 Year Warranty
Realme,realme 15 Pro 5G,"realme 15 Pro 5G (Flowing Silver, 256 GB)",33999,37776.67,10%,4.4,8,256,6.8,HD+,50MP + 50MP,50MP,7000, Snapdragon 7 Gen 4 Processor,1,8 GB RAM | 256 GB ROM; 17.27 cm (6.8 inch) Display; 50MP + 50MP | 50MP Front Camera; 7000 mAh Battery; Snapdragon 7 Gen 4 Processor; 1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories
Lava,LAVA Shark 5G,"LAVA Shark 5G (Steller Blue, 64 GB)",8031,9448.24,15%,4.1,4,64,6.7,HD+,Not Specified,Not Specified,5000,Not Specified,1,4 GB RAM | 64 GB ROM; 17.02 cm (6.7 inch) Display; 13MP Rear Camera; 5000 mAh Battery; 1 Year Handset Warranty and 6 Months Warranty on Accessories
Realme,realme 12 Pro+ 5G,"realme 12 Pro+ 5G (Navigator Beige, 256 GB)",22999,35935.94,36%,4.4,8,256,6.7,HD+,50MP + 8MP + 64MP,32MP,5000, Snapdragon 7s Gen 2 Processor,1,8 GB RAM | 256 GB ROM; 17.02 cm (6.7 inch) Full HD+ Display; 50MP + 8MP + 64MP | 32MP Front Camera; 5000 mAh Battery; Snapdragon 7s Gen 2 Processor; 1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories
Samsung,Samsung Galaxy A14,"Samsung Galaxy A14 (Black, 64 GB)",11892,11892,0%,3.9,4,64,6.6,HD+,50MP + 5MP + 2MP,13MP,5000, Octa Core Processor,1,"4 GB RAM | 64 GB ROM | Expandable Upto 1 TB; 16.76 cm (6.6 inch) Full HD+ Display; 50MP + 5MP + 2MP | 13MP Front Camera; 5000 mAh Battery; Exynos 850, Octa Core Processor; 1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-Box Accessories"
Itel,itel A95 5G+,"itel A95 5G+ (Wave Green, 128 GB)",10900,13974.36,22%,4.306763285,6,128,6.7,HD+,Not Specified,Not Specified,5000,Not Specified,1,6 GB RAM | 128 GB ROM; 17.02 cm (6.7 inch) Display; 48MP Rear Camera; 5000 mAh Battery; 1 Year Manufacturer Warranty for Phone and 6 Months Warranty for Accessories
Unknown,SIAVANTAGE PRO 26,"SIAVANTAGE PRO 26 (Grey, 32 GB)",5999,9998.33,40%,4.306763285,3,32,6.85,HD+,Not Specified,Not Specified,3800,Not Specified,0.4,3 GB RAM | 32 GB ROM; 17.4 cm (6.85 inch) Display; 8MP Rear Camera; 3800 mAh Battery; 3 Months Warranty
Motorola,Motorola E7 Plus,"Motorola E7 Plus (Misty Blue, 64 GB)",9499,12836.49,26%,4.2,4,64,6.52,HD+,48MP + 2MP,8MP,5000, Qualcomm Snapdragon 460 Processor,1,4 GB RAM | 64 GB ROM | Expandable Upto 512 GB; 16.51 cm (6.5 inch) HD+ Display; 48MP + 2MP | 8MP Front Camera; 5000 mAh Battery; Qualcomm Snapdragon 460 Processor; Stock Android Experience; 1 Year on Handset and 6 Months on Accessories
Oppo,OPPO F29 Pro 5G,"OPPO F29 Pro 5G (Marble White, 256 GB)",27999,36840.79,24%,4.4,12,256,6.7,HD+,50MP + 2MP,16MP,6000, Dimensity 7300 Processor,1,12 GB RAM | 256 GB ROM; 17.02 cm (6.7 inch) Full HD+ Display; 50MP + 2MP | 16MP Front Camera; 6000 mAh Battery; Dimensity 7300 Processor; 1 Year Warranty on Handset and 6 Months Warranty on Accessories
Samsung,Samsung Galaxy M04,"Samsung Galaxy M04 (Light Green, 64 GB)",9999,11903.57,16%,4.1,4,64,6.52,HD+,13MP + 2MP,5MP,5000, MediaTek Helio P35 Processor,1,4 GB RAM | 64 GB ROM; 16.51 cm (6.5 inch) HD+ Display; 13MP + 2MP | 5MP Front Camera; 5000 mAh Battery; MediaTek Helio P35 Processor; 1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase
Redmi,Redmi 5,"Redmi 5 (Gold, 64 GB)",7499,11903.17,37%,4.3,4,64,6.52,HD+,12MP Rear Camera,5MP,3500, Qualcomm Snapdragon 450 Processor,0,4 GB RAM | 64 GB ROM | Expandable Upto 128 GB; 14.48 cm (5.7 inch) HD+ Display; 12MP Rear Camera | 5MP Front Camera; 3300 mAh Battery; Qualcomm Snapdragon 450 Processor; No Warranty
Motorola,Motorola edge 30,"Motorola edge 30 (Aurora Green, 128 GB)",24999,30862.96,19%,4.1,6,128,6.55,HD+,50MP + 50MP + 2MP,32MP,4020, Qualcomm Snapdragon 778G Plus Processor,1,6 GB RAM | 128 GB ROM; 16.64 cm (6.55 inch) Full HD+ Display; 50MP + 50MP + 2MP | 32MP Front Camera; 4020 mAh Lithium Battery; Qualcomm Snapdragon 778G Plus Processor; 1 Year on Handset and 6 Months on Accessories
Itel,itel P40,"itel P40 (Dreamy Blue, 128 GB)",6699,9998.51,33%,4,4,128,6.6,HD+,Not Specified,Not Specified,6000, Unisco T606 Processor,1,4 GB RAM | 128 GB ROM | Expandable Upto 1 TB; 16.76 cm (6.6 inch) HD+ Display; 5MP + 5MP; 6000 mAh Battery; Unisco T606 Processor; 1 Year Manufacturer Warranty
Oppo,OPPO Reno 12 5G,"OPPO Reno 12 5G (MATTE BROWN, 256 GB)",25380,43758.62,42%,4.4,8,256,6.7,HD+,50MP + 50MP,Not Specified,5000, MediaTek Dimensity 9200 Processor,1,8 GB RAM | 256 GB ROM | Expandable Upto 256 GB; 17.02 cm (6.7 inch) Full HD+ Display; 50MP + 50MP | 32MP + 32MP Dual Front Camera; 5000 mAh Battery; MediaTek Dimensity 9200 Processor; 1-year
Oneplus,OnePlus Nord 4 5G,"OnePlus Nord 4 5G (Mercurial Silver, 256 GB)",27898,32821.18,15%,4.5,8,256,6.74,HD+,Not Specified,Not Specified,5500,Not Specified,1,8 GB RAM | 256 GB ROM; 17.12 cm (6.74 inch) Display; 50MP Rear Camera; 5500 mAh Battery; 1 Year
Apple,Apple iPhone 17,"Apple iPhone 17 (Mist Blue, 256 GB)",49853.5,61487.845,0%,4.306763285,8,256,6.52,Retina,48MP + 48MP,18MP,5160, 6 Core Processor Processor,1,"256 GB ROM; 16.0 cm (6.3 inch) Super Retina XDR Display; 48MP + 48MP | 18MP Front Camera; A19 Chip, 6 Core Processor Processor; Apple One (1) Year Limited Warranty"
Motorola,Motorola Edge 30 Fusion,"Motorola Edge 30 Fusion (Cosmic grey, 128 GB)",25999,42621.31,39%,4.2,8,128,6.55,HD+,50MP + 13MP + 2MP,32MP,4400, Qualcomm Snapdragon 888 + Processor,1,8 GB RAM | 128 GB ROM; 16.64 cm (6.55 inch) Full HD+ Display; 50MP + 13MP + 2MP | 32MP Front Camera; 4400 mAh Lithium Battery; Qualcomm Snapdragon 888 + Processor; 1 Year on Handset and 6 Months on Accessories
Poco,POCO X7 Pro 5G,"POCO X7 Pro 5G (Yellow, 256 GB)",25999,33764.94,23%,4.4,12,256,6.67,HD+,50MP + 8MP,20MP,6550, Dimensity D8400 Ultra Processor,1,12 GB RAM | 256 GB ROM; 16.94 cm (6.67 inch) Display; 50MP + 8MP | 20MP Front Camera; 6550 mAh Battery; Dimensity D8400 Ultra Processor; 1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories
Tecno,Tecno POP 9 4G,"Tecno POP 9 4G (Magic Skin Green, 64 GB)",6499,8440.26,23%,4.1,3,64,6.67,HD+,Not Specified,Not Specified,5000,Not Specified,1,3 GB RAM | 64 GB ROM; 16.94 cm (6.67 inch) Display; 13MP Rear Camera; 5000 mAh Battery; Domestic Warranty Of 1 Year For Handset And 6 Month For Accessories
Oneplus,OnePlus Nord CE4,"OnePlus Nord CE4 (Dark Chrome, 256 GB)",24395,26807.69,9%,4.4,8,256,6.7,HD+,Not Specified,Not Specified,5500,0 Processor,1,8 GB RAM | 256 GB ROM; 17.02 cm (6.7 inch) Display; 50MP Rear Camera; 5500 mAh Battery; OxygenOS 14.0 Processor; Domestic Warranty 1 Year For Handset And 6 month For Accessories.
Motorola,Motorola g04s,"Motorola g04s (Satin Blue, 64 GB)",7299,9998.63,27%,4.2,4,64,6.6,HD+,50MP Rear Camera,5MP,5000, T606 Processor,1,4 GB RAM | 64 GB ROM | Expandable Upto 1 TB; 16.76 cm (6.6 inch) HD+ Display; 50MP Rear Camera | 5MP Front Camera; 5000 mAh Battery; T606 Processor; 1 Year on Handset and 6 Months on Accessories
Iqoo,IQOO Neo 10,"IQOO Neo 10 (Inferno Red, 256 GB)",35800,40681.82,12%,4.5,12,256,6.78,HD+,50MP + 50MP + 8MP,Not Specified,7000, Qualcomm Processor,1,12 GB RAM | 256 GB ROM; 17.22 cm (6.78 inch) Full HD+ E3 Super AMOLED Display; 50MP + 50MP + 8MP | 32MP + 32MP Dual Front Camera; 7000 mAh Battery; Qualcomm Processor; Domestic warranty 1 year for handset and 6  months for accessories
Redmi,REDMI A5,"REDMI A5 (Just Black, 128 GB)",7499,9998.67,25%,4.2,4,128,6.88,HD+,32MP Rear Camera,8MP,5200, T7250 Processor,1,4 GB RAM | 128 GB ROM | Expandable Upto 2 TB; 17.48 cm (6.88 inch) HD+ Display; 32MP Rear Camera | 8MP Front Camera; 5200 mAh Battery; T7250 Processor; 1 Year Manufacturer Warranty for Handset and 6 Months Warranty for In the Box Accessories
Redmi,REDMI A5,"REDMI A5 (Pondicherry Blue, 128 GB)",7499,9998.67,25%,4.2,4,128,6.88,HD+,32MP Rear Camera,8MP,5200, T7250 Processor,1,4 GB RAM | 128 GB ROM | Expandable Upto 2 TB; 17.48 cm (6.88 inch) HD+ Display; 32MP Rear Camera | 8MP Front Camera; 5200 mAh Battery; T7250 Processor; 1 Year Manufacturer Warranty for Handset and 6 Months Warranty for In the Box Accessories
Poco,POCO F7 5G,"POCO F7 5G (Phantom Black, 256 GB)",31999,35953.93,11%,4.4,12,256,6.83,OLED,50MP Rear Camera,20MP,7500, 8s Gen 4 Processor,0,"12 GB RAM | 256 GB ROM; 17.35 cm (6.83 inch) Display; 50MP Rear Camera | 20MP Front Camera; 7550 mAh Li-Polymer + Silicon Carbon Battery; 8s Gen 4 Processor; Rear Camera
-50MP Sony Main Camera
-8MP Ultra-wide Camera with night mode and ultra-wide video recording; Front camera
-20MP with Portrait Mode | | Front Video Recording | Night Mode; Display
-6.83 inch 1.5K pOLED with 120 Hz refresh rate; Battery
7550mAh, 90W charger, 22.5W reverse charging; 1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories"
Tecno,Tecno Pova Curve 5G,"Tecno Pova Curve 5G (Neon Cyan, 128 GB)",15999,18822.35,15%,4.3,6,128,6.78,HD+,64MP Rear Camera,13MP,5500, Dimensity 7300 Ultimate Processor,1,6 GB RAM | 128 GB ROM; 17.22 cm (6.78 inch) Display; 64MP Rear Camera | 13MP Front Camera; 5500 mAh Battery; Dimensity 7300 Ultimate Processor; 1 Year Manufacturer Warranty for Handset
Realme,realme 13 Pro+ 5G,"realme 13 Pro+ 5G (Monet Gold, 256 GB)",23987,36903.08,35%,4.4,8,256,6.7,HD+,50MP + 8MP + 50MP,32MP,5200, Snapdragon 7s Gen2 Processor,1,8 GB RAM | 256 GB ROM; 17.02 cm (6.7 inch) Full HD+ Display; 50MP + 8MP + 50MP | 32MP Front Camera; 5200 mAh Battery; Snapdragon 7s Gen2 Processor; 1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories
Oneplus,OnePlus Nord CE4,"OnePlus Nord CE4 (Dark Chrome, 128 GB)",20218,24960.49,19%,4.4,8,128,6.7,HD+,Not Specified,Not Specified,5500,0 Processor,1,8 GB RAM | 128 GB ROM; 17.02 cm (6.7 inch) Display; 50MP Rear Camera; 5500 mAh Battery; OxygenOS 14.0 Processor; Domestic Warranty 1 Year For Handset And 6 month For Accessories.
Redmi,REDMI Note 14 SE 5G,"REDMI Note 14 SE 5G (Mystique White, 128 GB)",13999,19998.57,30%,4.1,6,128,6.67,HD+,50MP + 8MP + 2MP,20MP,5110, Dimensity 7025 Ultra Processor,1,6 GB RAM | 128 GB ROM; 16.94 cm (6.67 inch) Full HD+ Display; 50MP + 8MP + 2MP | 20MP Front Camera; 5110 mAh Battery; Dimensity 7025 Ultra Processor; 1 Year Warranty on the Handset and 6 Months Warranty on the Inbox Accessories
Vivo,vivo T4 Pro 5G,"vivo T4 Pro 5G (Blaze Gold, 256 GB)",31999,36780.46,13%,4.5,12,256,6.77,HD+,50MP + 2MP + 50MP,32MP,6500, 7 Gen 4 Processor,1,12 GB RAM | 256 GB ROM; 17.2 cm (6.77 inch) Display; 50MP + 2MP + 50MP | 32MP Front Camera; 6500 mAh Battery; 7 Gen 4 Processor; 1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories
Samsung,Samsung Galaxy S24 FE 5G,"Samsung Galaxy S24 FE 5G (Graphite, 128 GB)",39999,59700,33%,4.5,8,128,6.7,HD+,50MP + 12MP,10MP,4700, Exynos 2400e Processor,1,8 GB RAM | 128 GB ROM; 17.02 cm (6.7 inch) Full HD+ Display; 50MP + 12MP | 10MP Front Camera; 4700 mAh Battery; Exynos 2400e Processor; 1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories
Realme,realme 15T 5G,"realme 15T 5G (Flowing Silver, 256 GB)",22999,24998.91,8%,4.2,8,256,6.57,HD+,50MP + 2MP,50MP,7000, MediaTek Dimensity 6400 MAX Processor,1,8 GB RAM | 256 GB ROM; 16.69 cm (6.57 inch) Full HD Display; 50MP + 2MP | 50MP Front Camera; 7000 mAh Battery; MediaTek Dimensity 6400 MAX Processor; 1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories
Redmi,REDMI 14C 5G,"REDMI 14C 5G (Stargaze Black, 128 GB)",10415,14878.57,30%,4.2,6,128,6.88,HD+,50MP Rear Camera,8MP,5160, 4 Gen 2 5G Processor,1,6 GB RAM | 128 GB ROM | Expandable Upto 1 TB; 17.48 cm (6.88 inch) HD+ Display; 50MP Rear Camera | 8MP Front Camera; 5160 mAh Battery; 4 Gen 2 5G Processor; 1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories
Iqoo,IQOO Neo 10,"IQOO Neo 10 (Inferno Red, 512 GB)",41376,45973.33,10%,4.7,14,448,6.78,HD+,50MP + 50MP + 8MP,Not Specified,7000, Qualcomm Processor,1,16 GB RAM | 512 GB ROM; 17.22 cm (6.78 inch) Full HD+ E3 Super AMOLED Display; 50MP + 50MP + 8MP | 32MP + 32MP Dual Front Camera; 7000 mAh Battery; Qualcomm Processor; Domestic warranty 1 year for handset and 6 months accessories
Iqoo,IQOO Z10R 5G,"IQOO Z10R 5G (Aquamarine, 256 GB)",20815,24779.76,16%,4.3,8,256,6.77,HD+,Not Specified,Not Specified,5700,Not Specified,1,8 GB RAM | 256 GB ROM; 17.2 cm (6.77 inch) Display; 50MP Rear Camera; 5700 mAh Battery; 1 Year Warranty
Poco,POCO X6 Pro 5G,"POCO X6 Pro 5G (Yellow, 256 GB)",19799,30935.94,36%,4.3,8,256,6.67,HD+,64MP + 8MP + 2MP,16MP,5000, Dimensity D8300 Ultra Processor,1,8 GB RAM | 256 GB ROM; 16.94 cm (6.67 inch) Display; 64MP + 8MP + 2MP | 16MP Front Camera; 5000 mAh Battery; Dimensity D8300 Ultra Processor; 1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories
Realme,realme 15T 5G,"realme 15T 5G (Flowing Silver, 128 GB)",20999,22825,8%,4.2,8,128,6.57,HD+,50MP + 2MP,50MP,7000, MediaTek Dimensity 6400 MAX Processor,1,8 GB RAM | 128 GB ROM; 16.69 cm (6.57 inch) Full HD Display; 50MP + 2MP | 50MP Front Camera; 7000 mAh Battery; MediaTek Dimensity 6400 MAX Processor; 1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories
Realme,realme 15T 5G,"realme 15T 5G (Silk Blue, 256 GB)",22999,24998.91,8%,4.2,8,256,6.57,HD+,50MP + 2MP,50MP,7000, MediaTek Dimensity 6400 MAX Processor,1,8 GB RAM | 256 GB ROM; 16.69 cm (6.57 inch) Full HD Display; 50MP + 2MP | 50MP Front Camera; 7000 mAh Battery; MediaTek Dimensity 6400 MAX Processor; 1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories
Itel,itel P 55 5G,"itel P 55 5G (Mint Green, 128 GB)",9049,13307.35,32%,4.1,6,128,6.6,HD+,50MP + 5MP,8MP,5000, Mediatek Dimensity 6080 Processor,1,6 GB RAM | 128 GB ROM | Expandable Upto 1 TB; 16.76 cm (6.6 inch) HD+ Display; 50MP + 5MP | 8MP Front Camera; 5000 mAh Battery; Mediatek Dimensity 6080 Processor; Domestic Warranty 1 year for handset and 6 months for accessories.
Google,Google Pixel 9,"Google Pixel 9 (Porcelain, 256 GB)",49853.5,61487.845,18%,4.5,12,256,6.52,HD+,50MP + 48MP,5MP,4700, Google Tensor G4 Processor,1,12 GB RAM | 256 GB ROM; 16.0 cm (6.3 inch) Display; 50MP + 48MP | 10.5MP Front Camera; 4700 mAh Battery; Google Tensor G4 Processor; 1 Year Domestic Warranty
Apple,Apple iPhone 15 Plus,"Apple iPhone 15 Plus (Pink, 128 GB)",49853.5,61487.845,12%,4.6,8,128,6.7,Retina,48MP + 12MP,12MP,5160, 6 Core Processor Processor,1,"128 GB ROM; 17.02 cm (6.7 inch) Super Retina XDR Display; 48MP + 12MP | 12MP Front Camera; A16 Bionic Chip, 6 Core Processor Processor; 1 year warranty for phone and 1 year warranty for in Box Accessories."
Redmi,REDMI Note 14 SE 5G,"REDMI Note 14 SE 5G (Titan Black, 128 GB)",13999,19998.57,30%,4.1,6,128,6.67,HD+,50MP + 8MP + 2MP,20MP,5110, Dimensity 7025 Ultra Processor,1,6 GB RAM | 128 GB ROM; 16.94 cm (6.67 inch) Full HD+ Display; 50MP + 8MP + 2MP | 20MP Front Camera; 5110 mAh Battery; Dimensity 7025 Ultra Processor; 1 Year Warranty on the Handset and 6 Months Warranty on the Inbox Accessories
Iqoo,IQOO Z10R 5G,"IQOO Z10R 5G (Aquamarine, 256 GB)",20819,24784.52,16%,4.3,8,256,6.77,HD+,Not Specified,Not Specified,5700,Not Specified,1,8 GB RAM | 256 GB ROM; 17.2 cm (6.77 inch) Display; 50MP Rear Camera; 5700 mAh Battery; 1 Year Warranty
Realme,realme C75 5G,"realme C75 5G (Purple Blossom, 128 GB)",12999,15852.44,18%,4.2,4,128,6.67,HD+,32MP Rear Camera,8MP,6000, Dimensity 6300 Processor,1,4 GB RAM | 128 GB ROM | Expandable Upto 2 TB; 16.94 cm (6.67 inch) HD+ Display; 32MP Rear Camera | 8MP Front Camera; 6000 mAh Battery; Dimensity 6300 Processor; 1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories
Realme,realme C75 5G,"realme C75 5G (Midnight Lily, 128 GB)",13999,16866.27,17%,4.4,6,128,6.67,HD+,32MP Rear Camera,8MP,6000, Dimensity 6300 Processor,1,6 GB RAM | 128 GB ROM | Expandable Upto 2 TB; 16.94 cm (6.67 inch) HD+ Display; 32MP Rear Camera | 8MP Front Camera; 6000 mAh Battery; Dimensity 6300 Processor; 1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories
Redmi,REDMI 14C 5G,"REDMI 14C 5G (Stargaze Black, 64 GB)",8999,12855.71,30%,4.2,4,64,6.88,HD+,50MP Rear Camera,8MP,5160, 4 Gen 2 5G Processor,1,4 GB RAM | 64 GB ROM | Expandable Upto 1 TB; 17.48 cm (6.88 inch) HD+ Display; 50MP Rear Camera | 8MP Front Camera; 5160 mAh Battery; 4 Gen 2 5G Processor; 1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories
Redmi,REDMI 14C 5G,"REDMI 14C 5G (Stargaze Black, 128 GB)",10999,14863.51,26%,4.2,6,128,6.88,HD+,50MP Rear Camera,8MP,5160, 4 Gen 2 5G Processor,1,6 GB RAM | 128 GB ROM | Expandable Upto 1 TB; 17.48 cm (6.88 inch) HD+ Display; 50MP Rear Camera | 8MP Front Camera; 5160 mAh Battery; 4 Gen 2 5G Processor; 1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories
Redmi,REDMI 14C 5G,"REDMI 14C 5G (Stardust Purple, 64 GB)",8999,12855.71,30%,4.2,4,64,6.88,HD+,50MP Rear Camera,8MP,5160, 4 Gen 2 5G Processor,1,4 GB RAM | 64 GB ROM | Expandable Upto 1 TB; 17.48 cm (6.88 inch) HD+ Display; 50MP Rear Camera | 8MP Front Camera; 5160 mAh Battery; 4 Gen 2 5G Processor; 1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories
Iqoo,IQOO Neo 10,"IQOO Neo 10 (Titanium Chrome, 512 GB)",41975,45625,8%,4.7,14,448,6.78,HD+,50MP + 50MP + 8MP,Not Specified,7000, Qualcomm Processor,1,16 GB RAM | 512 GB ROM; 17.22 cm (6.78 inch) Full HD+ E3 Super AMOLED Display; 50MP + 50MP + 8MP | 32MP + 32MP Dual Front Camera; 7000 mAh Battery; Qualcomm Processor; Domestic Warranty 1 year for handset and 6 months for accessories
Realme,realme Narzo 80 Lite 4G,"realme Narzo 80 Lite 4G (Beach Gold, 128 GB)",8265,10875,24%,4.3,6,128,6.74,HD+,Not Specified,Not Specified,6300,Not Specified,1,6 GB RAM | 128 GB ROM; 17.12 cm (6.74 inch) HD+ Display; 13MP Rear Camera; 6300 mAh Battery; 1 year brand Warranty
